"bracnh4$EVENT_DTTM","count","Year","Month","Day","Hour"
"2013 07 01 08",2,"2013"," 07"," 01"," 08"
"2013 07 01 09",17,"2013"," 07"," 01"," 09"
"2013 07 01 10",7,"2013"," 07"," 01"," 10"
"2013 07 01 11",32,"2013"," 07"," 01"," 11"
"2013 07 01 12",16,"2013"," 07"," 01"," 12"
"2013 07 01 13",19,"2013"," 07"," 01"," 13"
"2013 07 01 14",34,"2013"," 07"," 01"," 14"
"2013 07 01 15",18,"2013"," 07"," 01"," 15"
"2013 07 01 16",26,"2013"," 07"," 01"," 16"
"2013 07 01 17",31,"2013"," 07"," 01"," 17"
"2013 07 01 18",30,"2013"," 07"," 01"," 18"
"2013 07 01 19",5,"2013"," 07"," 01"," 19"
"2013 07 02 08",7,"2013"," 07"," 02"," 08"
"2013 07 02 09",19,"2013"," 07"," 02"," 09"
"2013 07 02 10",12,"2013"," 07"," 02"," 10"
"2013 07 02 11",10,"2013"," 07"," 02"," 11"
"2013 07 02 12",23,"2013"," 07"," 02"," 12"
"2013 07 02 13",18,"2013"," 07"," 02"," 13"
"2013 07 02 14",36,"2013"," 07"," 02"," 14"
"2013 07 02 15",17,"2013"," 07"," 02"," 15"
"2013 07 02 16",6,"2013"," 07"," 02"," 16"
"2013 07 02 17",16,"2013"," 07"," 02"," 17"
"2013 07 02 18",10,"2013"," 07"," 02"," 18"
"2013 07 02 19",3,"2013"," 07"," 02"," 19"
"2013 07 03 08",3,"2013"," 07"," 03"," 08"
"2013 07 03 09",11,"2013"," 07"," 03"," 09"
"2013 07 03 10",28,"2013"," 07"," 03"," 10"
"2013 07 03 11",14,"2013"," 07"," 03"," 11"
"2013 07 03 12",29,"2013"," 07"," 03"," 12"
"2013 07 03 13",20,"2013"," 07"," 03"," 13"
"2013 07 03 14",25,"2013"," 07"," 03"," 14"
"2013 07 03 15",15,"2013"," 07"," 03"," 15"
"2013 07 03 16",27,"2013"," 07"," 03"," 16"
"2013 07 03 17",20,"2013"," 07"," 03"," 17"
"2013 07 03 18",10,"2013"," 07"," 03"," 18"
"2013 07 03 19",5,"2013"," 07"," 03"," 19"
"2013 07 04 08",18,"2013"," 07"," 04"," 08"
"2013 07 04 09",16,"2013"," 07"," 04"," 09"
"2013 07 04 10",20,"2013"," 07"," 04"," 10"
"2013 07 04 11",20,"2013"," 07"," 04"," 11"
"2013 07 04 12",17,"2013"," 07"," 04"," 12"
"2013 07 04 13",28,"2013"," 07"," 04"," 13"
"2013 07 04 14",18,"2013"," 07"," 04"," 14"
"2013 07 04 15",18,"2013"," 07"," 04"," 15"
"2013 07 04 16",13,"2013"," 07"," 04"," 16"
"2013 07 04 17",24,"2013"," 07"," 04"," 17"
"2013 07 04 18",14,"2013"," 07"," 04"," 18"
"2013 07 04 19",5,"2013"," 07"," 04"," 19"
"2013 07 05 09",13,"2013"," 07"," 05"," 09"
"2013 07 05 10",34,"2013"," 07"," 05"," 10"
"2013 07 05 11",17,"2013"," 07"," 05"," 11"
"2013 07 05 12",18,"2013"," 07"," 05"," 12"
"2013 07 05 13",14,"2013"," 07"," 05"," 13"
"2013 07 05 14",14,"2013"," 07"," 05"," 14"
"2013 07 05 15",29,"2013"," 07"," 05"," 15"
"2013 07 05 16",11,"2013"," 07"," 05"," 16"
"2013 07 05 17",23,"2013"," 07"," 05"," 17"
"2013 07 05 18",23,"2013"," 07"," 05"," 18"
"2013 07 05 19",13,"2013"," 07"," 05"," 19"
"2013 07 06 09",11,"2013"," 07"," 06"," 09"
"2013 07 06 10",6,"2013"," 07"," 06"," 10"
"2013 07 06 11",20,"2013"," 07"," 06"," 11"
"2013 07 06 12",32,"2013"," 07"," 06"," 12"
"2013 07 06 13",30,"2013"," 07"," 06"," 13"
"2013 07 06 14",3,"2013"," 07"," 06"," 14"
"2013 07 08 08",3,"2013"," 07"," 08"," 08"
"2013 07 08 09",11,"2013"," 07"," 08"," 09"
"2013 07 08 10",32,"2013"," 07"," 08"," 10"
"2013 07 08 11",17,"2013"," 07"," 08"," 11"
"2013 07 08 12",15,"2013"," 07"," 08"," 12"
"2013 07 08 13",30,"2013"," 07"," 08"," 13"
"2013 07 08 14",24,"2013"," 07"," 08"," 14"
"2013 07 08 15",15,"2013"," 07"," 08"," 15"
"2013 07 08 16",24,"2013"," 07"," 08"," 16"
"2013 07 08 17",30,"2013"," 07"," 08"," 17"
"2013 07 08 18",26,"2013"," 07"," 08"," 18"
"2013 07 08 19",1,"2013"," 07"," 08"," 19"
"2013 07 09 08",23,"2013"," 07"," 09"," 08"
"2013 07 09 09",9,"2013"," 07"," 09"," 09"
"2013 07 09 10",13,"2013"," 07"," 09"," 10"
"2013 07 09 11",21,"2013"," 07"," 09"," 11"
"2013 07 09 12",28,"2013"," 07"," 09"," 12"
"2013 07 09 13",25,"2013"," 07"," 09"," 13"
"2013 07 09 14",39,"2013"," 07"," 09"," 14"
"2013 07 09 15",20,"2013"," 07"," 09"," 15"
"2013 07 09 16",11,"2013"," 07"," 09"," 16"
"2013 07 09 17",34,"2013"," 07"," 09"," 17"
"2013 07 09 18",19,"2013"," 07"," 09"," 18"
"2013 07 09 19",1,"2013"," 07"," 09"," 19"
"2013 07 10 09",11,"2013"," 07"," 10"," 09"
"2013 07 10 10",12,"2013"," 07"," 10"," 10"
"2013 07 10 11",21,"2013"," 07"," 10"," 11"
"2013 07 10 12",34,"2013"," 07"," 10"," 12"
"2013 07 10 13",11,"2013"," 07"," 10"," 13"
"2013 07 10 14",29,"2013"," 07"," 10"," 14"
"2013 07 10 15",11,"2013"," 07"," 10"," 15"
"2013 07 10 16",16,"2013"," 07"," 10"," 16"
"2013 07 10 17",20,"2013"," 07"," 10"," 17"
"2013 07 10 18",14,"2013"," 07"," 10"," 18"
"2013 07 10 19",10,"2013"," 07"," 10"," 19"
"2013 07 11 08",12,"2013"," 07"," 11"," 08"
"2013 07 11 09",16,"2013"," 07"," 11"," 09"
"2013 07 11 10",9,"2013"," 07"," 11"," 10"
"2013 07 11 11",35,"2013"," 07"," 11"," 11"
"2013 07 11 12",28,"2013"," 07"," 11"," 12"
"2013 07 11 13",16,"2013"," 07"," 11"," 13"
"2013 07 11 14",12,"2013"," 07"," 11"," 14"
"2013 07 11 15",23,"2013"," 07"," 11"," 15"
"2013 07 11 16",25,"2013"," 07"," 11"," 16"
"2013 07 11 17",20,"2013"," 07"," 11"," 17"
"2013 07 11 18",24,"2013"," 07"," 11"," 18"
"2013 07 11 19",14,"2013"," 07"," 11"," 19"
"2013 07 12 08",11,"2013"," 07"," 12"," 08"
"2013 07 12 09",12,"2013"," 07"," 12"," 09"
"2013 07 12 10",16,"2013"," 07"," 12"," 10"
"2013 07 12 11",16,"2013"," 07"," 12"," 11"
"2013 07 12 12",12,"2013"," 07"," 12"," 12"
"2013 07 12 13",14,"2013"," 07"," 12"," 13"
"2013 07 12 14",10,"2013"," 07"," 12"," 14"
"2013 07 12 15",14,"2013"," 07"," 12"," 15"
"2013 07 12 16",19,"2013"," 07"," 12"," 16"
"2013 07 12 17",30,"2013"," 07"," 12"," 17"
"2013 07 12 18",9,"2013"," 07"," 12"," 18"
"2013 07 12 19",1,"2013"," 07"," 12"," 19"
"2013 07 13 09",6,"2013"," 07"," 13"," 09"
"2013 07 13 10",6,"2013"," 07"," 13"," 10"
"2013 07 13 11",16,"2013"," 07"," 13"," 11"
"2013 07 13 12",21,"2013"," 07"," 13"," 12"
"2013 07 13 13",13,"2013"," 07"," 13"," 13"
"2013 07 13 14",1,"2013"," 07"," 13"," 14"
"2013 07 15 08",15,"2013"," 07"," 15"," 08"
"2013 07 15 09",21,"2013"," 07"," 15"," 09"
"2013 07 15 10",16,"2013"," 07"," 15"," 10"
"2013 07 15 11",18,"2013"," 07"," 15"," 11"
"2013 07 15 12",22,"2013"," 07"," 15"," 12"
"2013 07 15 13",27,"2013"," 07"," 15"," 13"
"2013 07 15 14",29,"2013"," 07"," 15"," 14"
"2013 07 15 15",25,"2013"," 07"," 15"," 15"
"2013 07 15 16",15,"2013"," 07"," 15"," 16"
"2013 07 15 17",38,"2013"," 07"," 15"," 17"
"2013 07 15 18",14,"2013"," 07"," 15"," 18"
"2013 07 15 19",6,"2013"," 07"," 15"," 19"
"2013 07 16 16",5,"2013"," 07"," 16"," 16"
"2013 07 16 17",1,"2013"," 07"," 16"," 17"
"2013 07 16 18",4,"2013"," 07"," 16"," 18"
"2013 07 16 19",2,"2013"," 07"," 16"," 19"
"2013 07 17 08",3,"2013"," 07"," 17"," 08"
"2013 07 17 09",17,"2013"," 07"," 17"," 09"
"2013 07 17 10",19,"2013"," 07"," 17"," 10"
"2013 07 17 11",15,"2013"," 07"," 17"," 11"
"2013 07 17 12",32,"2013"," 07"," 17"," 12"
"2013 07 17 13",27,"2013"," 07"," 17"," 13"
"2013 07 17 14",28,"2013"," 07"," 17"," 14"
"2013 07 17 15",39,"2013"," 07"," 17"," 15"
"2013 07 17 16",15,"2013"," 07"," 17"," 16"
"2013 07 17 17",19,"2013"," 07"," 17"," 17"
"2013 07 17 18",10,"2013"," 07"," 17"," 18"
"2013 07 17 19",7,"2013"," 07"," 17"," 19"
"2013 07 18 08",3,"2013"," 07"," 18"," 08"
"2013 07 18 09",13,"2013"," 07"," 18"," 09"
"2013 07 18 10",14,"2013"," 07"," 18"," 10"
"2013 07 18 11",15,"2013"," 07"," 18"," 11"
"2013 07 18 12",21,"2013"," 07"," 18"," 12"
"2013 07 18 13",27,"2013"," 07"," 18"," 13"
"2013 07 18 14",20,"2013"," 07"," 18"," 14"
"2013 07 18 15",28,"2013"," 07"," 18"," 15"
"2013 07 18 16",14,"2013"," 07"," 18"," 16"
"2013 07 18 17",15,"2013"," 07"," 18"," 17"
"2013 07 18 18",1,"2013"," 07"," 18"," 18"
"2013 07 19 08",5,"2013"," 07"," 19"," 08"
"2013 07 19 09",10,"2013"," 07"," 19"," 09"
"2013 07 19 10",5,"2013"," 07"," 19"," 10"
"2013 07 19 11",5,"2013"," 07"," 19"," 11"
"2013 07 19 12",19,"2013"," 07"," 19"," 12"
"2013 07 19 13",17,"2013"," 07"," 19"," 13"
"2013 07 19 14",22,"2013"," 07"," 19"," 14"
"2013 07 19 15",6,"2013"," 07"," 19"," 15"
"2013 07 19 16",13,"2013"," 07"," 19"," 16"
"2013 07 19 17",14,"2013"," 07"," 19"," 17"
"2013 07 19 18",4,"2013"," 07"," 19"," 18"
"2013 07 20 09",3,"2013"," 07"," 20"," 09"
"2013 07 20 10",5,"2013"," 07"," 20"," 10"
"2013 07 20 11",4,"2013"," 07"," 20"," 11"
"2013 07 20 12",11,"2013"," 07"," 20"," 12"
"2013 07 20 13",18,"2013"," 07"," 20"," 13"
"2013 07 20 14",1,"2013"," 07"," 20"," 14"
"2013 07 22 08",3,"2013"," 07"," 22"," 08"
"2013 07 22 09",18,"2013"," 07"," 22"," 09"
"2013 07 22 10",8,"2013"," 07"," 22"," 10"
"2013 07 22 11",14,"2013"," 07"," 22"," 11"
"2013 07 22 12",9,"2013"," 07"," 22"," 12"
"2013 07 22 13",32,"2013"," 07"," 22"," 13"
"2013 07 22 14",21,"2013"," 07"," 22"," 14"
"2013 07 22 15",11,"2013"," 07"," 22"," 15"
"2013 07 22 16",10,"2013"," 07"," 22"," 16"
"2013 07 22 17",18,"2013"," 07"," 22"," 17"
"2013 07 22 18",20,"2013"," 07"," 22"," 18"
"2013 07 22 19",4,"2013"," 07"," 22"," 19"
"2013 07 23 09",7,"2013"," 07"," 23"," 09"
"2013 07 23 10",19,"2013"," 07"," 23"," 10"
"2013 07 23 11",11,"2013"," 07"," 23"," 11"
"2013 07 23 12",2,"2013"," 07"," 23"," 12"
"2013 07 23 13",7,"2013"," 07"," 23"," 13"
"2013 07 23 14",26,"2013"," 07"," 23"," 14"
"2013 07 23 15",20,"2013"," 07"," 23"," 15"
"2013 07 23 16",11,"2013"," 07"," 23"," 16"
"2013 07 23 17",26,"2013"," 07"," 23"," 17"
"2013 07 23 18",13,"2013"," 07"," 23"," 18"
"2013 07 23 19",4,"2013"," 07"," 23"," 19"
"2013 07 24 08",3,"2013"," 07"," 24"," 08"
"2013 07 24 09",8,"2013"," 07"," 24"," 09"
"2013 07 24 10",5,"2013"," 07"," 24"," 10"
"2013 07 24 11",9,"2013"," 07"," 24"," 11"
"2013 07 24 12",9,"2013"," 07"," 24"," 12"
"2013 07 24 13",17,"2013"," 07"," 24"," 13"
"2013 07 24 14",14,"2013"," 07"," 24"," 14"
"2013 07 24 15",20,"2013"," 07"," 24"," 15"
"2013 07 24 16",18,"2013"," 07"," 24"," 16"
"2013 07 24 17",17,"2013"," 07"," 24"," 17"
"2013 07 24 18",23,"2013"," 07"," 24"," 18"
"2013 07 25 08",5,"2013"," 07"," 25"," 08"
"2013 07 25 09",7,"2013"," 07"," 25"," 09"
"2013 07 25 10",6,"2013"," 07"," 25"," 10"
"2013 07 25 11",16,"2013"," 07"," 25"," 11"
"2013 07 25 12",16,"2013"," 07"," 25"," 12"
"2013 07 25 13",23,"2013"," 07"," 25"," 13"
"2013 07 25 14",18,"2013"," 07"," 25"," 14"
"2013 07 25 15",22,"2013"," 07"," 25"," 15"
"2013 07 25 16",24,"2013"," 07"," 25"," 16"
"2013 07 25 17",11,"2013"," 07"," 25"," 17"
"2013 07 25 18",24,"2013"," 07"," 25"," 18"
"2013 07 25 19",4,"2013"," 07"," 25"," 19"
"2013 07 26 08",3,"2013"," 07"," 26"," 08"
"2013 07 26 09",3,"2013"," 07"," 26"," 09"
"2013 07 26 10",6,"2013"," 07"," 26"," 10"
"2013 07 26 11",17,"2013"," 07"," 26"," 11"
"2013 07 26 12",20,"2013"," 07"," 26"," 12"
"2013 07 26 13",22,"2013"," 07"," 26"," 13"
"2013 07 26 14",12,"2013"," 07"," 26"," 14"
"2013 07 26 15",6,"2013"," 07"," 26"," 15"
"2013 07 26 16",20,"2013"," 07"," 26"," 16"
"2013 07 26 17",32,"2013"," 07"," 26"," 17"
"2013 07 26 18",18,"2013"," 07"," 26"," 18"
"2013 07 26 19",6,"2013"," 07"," 26"," 19"
"2013 07 27 09",6,"2013"," 07"," 27"," 09"
"2013 07 27 10",6,"2013"," 07"," 27"," 10"
"2013 07 27 11",9,"2013"," 07"," 27"," 11"
"2013 07 27 12",12,"2013"," 07"," 27"," 12"
"2013 07 27 13",8,"2013"," 07"," 27"," 13"
"2013 07 27 14",1,"2013"," 07"," 27"," 14"
"2013 07 29 08",2,"2013"," 07"," 29"," 08"
"2013 07 29 09",9,"2013"," 07"," 29"," 09"
"2013 07 29 10",10,"2013"," 07"," 29"," 10"
"2013 07 29 11",11,"2013"," 07"," 29"," 11"
"2013 07 29 12",18,"2013"," 07"," 29"," 12"
"2013 07 29 13",15,"2013"," 07"," 29"," 13"
"2013 07 29 14",7,"2013"," 07"," 29"," 14"
"2013 07 29 15",19,"2013"," 07"," 29"," 15"
"2013 07 29 16",5,"2013"," 07"," 29"," 16"
"2013 07 29 17",12,"2013"," 07"," 29"," 17"
"2013 07 29 18",11,"2013"," 07"," 29"," 18"
"2013 07 29 19",4,"2013"," 07"," 29"," 19"
"2013 07 30 08",2,"2013"," 07"," 30"," 08"
"2013 07 30 09",7,"2013"," 07"," 30"," 09"
"2013 07 30 10",18,"2013"," 07"," 30"," 10"
"2013 07 30 11",15,"2013"," 07"," 30"," 11"
"2013 07 30 12",23,"2013"," 07"," 30"," 12"
"2013 07 30 13",12,"2013"," 07"," 30"," 13"
"2013 07 30 14",15,"2013"," 07"," 30"," 14"
"2013 07 30 15",29,"2013"," 07"," 30"," 15"
"2013 07 30 16",16,"2013"," 07"," 30"," 16"
"2013 07 30 17",13,"2013"," 07"," 30"," 17"
"2013 07 30 18",12,"2013"," 07"," 30"," 18"
"2013 07 30 19",9,"2013"," 07"," 30"," 19"
"2013 07 31 08",8,"2013"," 07"," 31"," 08"
"2013 07 31 09",7,"2013"," 07"," 31"," 09"
"2013 07 31 10",25,"2013"," 07"," 31"," 10"
"2013 07 31 11",38,"2013"," 07"," 31"," 11"
"2013 07 31 12",20,"2013"," 07"," 31"," 12"
"2013 07 31 13",15,"2013"," 07"," 31"," 13"
"2013 07 31 14",8,"2013"," 07"," 31"," 14"
"2013 07 31 15",2,"2013"," 07"," 31"," 15"
"2013 07 31 16",7,"2013"," 07"," 31"," 16"
"2013 07 31 17",22,"2013"," 07"," 31"," 17"
"2013 07 31 18",12,"2013"," 07"," 31"," 18"
"2013 07 31 19",13,"2013"," 07"," 31"," 19"
"2013 08 01 08",3,"2013"," 08"," 01"," 08"
"2013 08 01 09",15,"2013"," 08"," 01"," 09"
"2013 08 01 10",21,"2013"," 08"," 01"," 10"
"2013 08 01 11",29,"2013"," 08"," 01"," 11"
"2013 08 01 12",12,"2013"," 08"," 01"," 12"
"2013 08 01 13",30,"2013"," 08"," 01"," 13"
"2013 08 01 14",7,"2013"," 08"," 01"," 14"
"2013 08 01 15",18,"2013"," 08"," 01"," 15"
"2013 08 01 16",6,"2013"," 08"," 01"," 16"
"2013 08 01 17",17,"2013"," 08"," 01"," 17"
"2013 08 01 18",10,"2013"," 08"," 01"," 18"
"2013 08 01 19",12,"2013"," 08"," 01"," 19"
"2013 08 02 08",5,"2013"," 08"," 02"," 08"
"2013 08 02 09",12,"2013"," 08"," 02"," 09"
"2013 08 02 10",18,"2013"," 08"," 02"," 10"
"2013 08 02 11",21,"2013"," 08"," 02"," 11"
"2013 08 02 12",12,"2013"," 08"," 02"," 12"
"2013 08 02 13",29,"2013"," 08"," 02"," 13"
"2013 08 02 14",8,"2013"," 08"," 02"," 14"
"2013 08 02 15",18,"2013"," 08"," 02"," 15"
"2013 08 02 16",15,"2013"," 08"," 02"," 16"
"2013 08 02 18",9,"2013"," 08"," 02"," 18"
"2013 08 02 19",3,"2013"," 08"," 02"," 19"
"2013 08 03 09",16,"2013"," 08"," 03"," 09"
"2013 08 03 10",11,"2013"," 08"," 03"," 10"
"2013 08 03 11",9,"2013"," 08"," 03"," 11"
"2013 08 03 12",11,"2013"," 08"," 03"," 12"
"2013 08 03 13",11,"2013"," 08"," 03"," 13"
"2013 08 03 14",1,"2013"," 08"," 03"," 14"
"2013 08 05 08",9,"2013"," 08"," 05"," 08"
"2013 08 05 10",11,"2013"," 08"," 05"," 10"
"2013 08 05 11",16,"2013"," 08"," 05"," 11"
"2013 08 05 12",54,"2013"," 08"," 05"," 12"
"2013 08 05 15",9,"2013"," 08"," 05"," 15"
"2013 08 05 16",3,"2013"," 08"," 05"," 16"
"2013 08 05 17",3,"2013"," 08"," 05"," 17"
"2013 08 05 18",21,"2013"," 08"," 05"," 18"
"2013 08 05 19",6,"2013"," 08"," 05"," 19"
"2013 08 06 08",3,"2013"," 08"," 06"," 08"
"2013 08 06 09",9,"2013"," 08"," 06"," 09"
"2013 08 06 10",3,"2013"," 08"," 06"," 10"
"2013 08 06 11",12,"2013"," 08"," 06"," 11"
"2013 08 06 12",19,"2013"," 08"," 06"," 12"
"2013 08 06 13",14,"2013"," 08"," 06"," 13"
"2013 08 06 14",12,"2013"," 08"," 06"," 14"
"2013 08 06 15",8,"2013"," 08"," 06"," 15"
"2013 08 06 16",12,"2013"," 08"," 06"," 16"
"2013 08 06 17",19,"2013"," 08"," 06"," 17"
"2013 08 06 18",10,"2013"," 08"," 06"," 18"
"2013 08 06 19",7,"2013"," 08"," 06"," 19"
"2013 08 06 20",1,"2013"," 08"," 06"," 20"
"2013 08 07 08",4,"2013"," 08"," 07"," 08"
"2013 08 07 09",7,"2013"," 08"," 07"," 09"
"2013 08 07 10",25,"2013"," 08"," 07"," 10"
"2013 08 07 11",15,"2013"," 08"," 07"," 11"
"2013 08 07 12",21,"2013"," 08"," 07"," 12"
"2013 08 07 13",20,"2013"," 08"," 07"," 13"
"2013 08 07 14",7,"2013"," 08"," 07"," 14"
"2013 08 07 15",13,"2013"," 08"," 07"," 15"
"2013 08 07 16",13,"2013"," 08"," 07"," 16"
"2013 08 07 17",13,"2013"," 08"," 07"," 17"
"2013 08 07 18",18,"2013"," 08"," 07"," 18"
"2013 08 08 08",6,"2013"," 08"," 08"," 08"
"2013 08 08 09",13,"2013"," 08"," 08"," 09"
"2013 08 08 10",8,"2013"," 08"," 08"," 10"
"2013 08 08 11",14,"2013"," 08"," 08"," 11"
"2013 08 08 12",8,"2013"," 08"," 08"," 12"
"2013 08 08 13",20,"2013"," 08"," 08"," 13"
"2013 08 08 14",18,"2013"," 08"," 08"," 14"
"2013 08 08 15",13,"2013"," 08"," 08"," 15"
"2013 08 08 16",6,"2013"," 08"," 08"," 16"
"2013 08 08 17",20,"2013"," 08"," 08"," 17"
"2013 08 08 18",13,"2013"," 08"," 08"," 18"
"2013 08 08 19",14,"2013"," 08"," 08"," 19"
"2013 08 09 08",8,"2013"," 08"," 09"," 08"
"2013 08 09 09",6,"2013"," 08"," 09"," 09"
"2013 08 09 10",10,"2013"," 08"," 09"," 10"
"2013 08 09 11",25,"2013"," 08"," 09"," 11"
"2013 08 09 12",11,"2013"," 08"," 09"," 12"
"2013 08 09 13",6,"2013"," 08"," 09"," 13"
"2013 08 09 14",17,"2013"," 08"," 09"," 14"
"2013 08 09 15",7,"2013"," 08"," 09"," 15"
"2013 08 09 16",8,"2013"," 08"," 09"," 16"
"2013 08 09 17",7,"2013"," 08"," 09"," 17"
"2013 08 09 18",5,"2013"," 08"," 09"," 18"
"2013 08 09 19",1,"2013"," 08"," 09"," 19"
"2013 08 10 09",13,"2013"," 08"," 10"," 09"
"2013 08 10 10",16,"2013"," 08"," 10"," 10"
"2013 08 10 11",11,"2013"," 08"," 10"," 11"
"2013 08 10 12",10,"2013"," 08"," 10"," 12"
"2013 08 10 13",11,"2013"," 08"," 10"," 13"
"2013 08 10 14",1,"2013"," 08"," 10"," 14"
"2013 08 12 09",12,"2013"," 08"," 12"," 09"
"2013 08 12 10",8,"2013"," 08"," 12"," 10"
"2013 08 12 11",6,"2013"," 08"," 12"," 11"
"2013 08 12 12",35,"2013"," 08"," 12"," 12"
"2013 08 12 13",21,"2013"," 08"," 12"," 13"
"2013 08 12 14",23,"2013"," 08"," 12"," 14"
"2013 08 12 15",14,"2013"," 08"," 12"," 15"
"2013 08 12 16",13,"2013"," 08"," 12"," 16"
"2013 08 12 17",11,"2013"," 08"," 12"," 17"
"2013 08 12 18",10,"2013"," 08"," 12"," 18"
"2013 08 12 19",3,"2013"," 08"," 12"," 19"
"2013 08 13 08",3,"2013"," 08"," 13"," 08"
"2013 08 13 09",15,"2013"," 08"," 13"," 09"
"2013 08 13 10",13,"2013"," 08"," 13"," 10"
"2013 08 13 11",17,"2013"," 08"," 13"," 11"
"2013 08 13 12",20,"2013"," 08"," 13"," 12"
"2013 08 13 13",30,"2013"," 08"," 13"," 13"
"2013 08 13 14",15,"2013"," 08"," 13"," 14"
"2013 08 13 15",9,"2013"," 08"," 13"," 15"
"2013 08 13 16",20,"2013"," 08"," 13"," 16"
"2013 08 13 17",16,"2013"," 08"," 13"," 17"
"2013 08 13 18",11,"2013"," 08"," 13"," 18"
"2013 08 13 19",4,"2013"," 08"," 13"," 19"
"2013 08 14 08",3,"2013"," 08"," 14"," 08"
"2013 08 14 09",9,"2013"," 08"," 14"," 09"
"2013 08 14 10",11,"2013"," 08"," 14"," 10"
"2013 08 14 11",1,"2013"," 08"," 14"," 11"
"2013 08 14 12",13,"2013"," 08"," 14"," 12"
"2013 08 14 13",16,"2013"," 08"," 14"," 13"
"2013 08 14 14",7,"2013"," 08"," 14"," 14"
"2013 08 14 15",11,"2013"," 08"," 14"," 15"
"2013 08 14 17",7,"2013"," 08"," 14"," 17"
"2013 08 14 18",5,"2013"," 08"," 14"," 18"
"2013 08 14 19",4,"2013"," 08"," 14"," 19"
"2013 08 15 08",7,"2013"," 08"," 15"," 08"
"2013 08 15 09",9,"2013"," 08"," 15"," 09"
"2013 08 15 10",19,"2013"," 08"," 15"," 10"
"2013 08 15 11",30,"2013"," 08"," 15"," 11"
"2013 08 15 12",4,"2013"," 08"," 15"," 12"
"2013 08 15 13",12,"2013"," 08"," 15"," 13"
"2013 08 15 14",28,"2013"," 08"," 15"," 14"
"2013 08 15 15",32,"2013"," 08"," 15"," 15"
"2013 08 15 16",13,"2013"," 08"," 15"," 16"
"2013 08 15 17",17,"2013"," 08"," 15"," 17"
"2013 08 15 18",24,"2013"," 08"," 15"," 18"
"2013 08 15 19",1,"2013"," 08"," 15"," 19"
"2013 08 16 08",7,"2013"," 08"," 16"," 08"
"2013 08 16 09",19,"2013"," 08"," 16"," 09"
"2013 08 16 10",34,"2013"," 08"," 16"," 10"
"2013 08 16 11",9,"2013"," 08"," 16"," 11"
"2013 08 16 12",23,"2013"," 08"," 16"," 12"
"2013 08 16 13",6,"2013"," 08"," 16"," 13"
"2013 08 16 14",17,"2013"," 08"," 16"," 14"
"2013 08 16 15",11,"2013"," 08"," 16"," 15"
"2013 08 16 16",18,"2013"," 08"," 16"," 16"
"2013 08 16 17",14,"2013"," 08"," 16"," 17"
"2013 08 16 18",9,"2013"," 08"," 16"," 18"
"2013 08 16 19",1,"2013"," 08"," 16"," 19"
"2013 08 17 09",12,"2013"," 08"," 17"," 09"
"2013 08 17 10",13,"2013"," 08"," 17"," 10"
"2013 08 17 11",14,"2013"," 08"," 17"," 11"
"2013 08 17 12",34,"2013"," 08"," 17"," 12"
"2013 08 17 13",29,"2013"," 08"," 17"," 13"
"2013 08 19 10",2,"2013"," 08"," 19"," 10"
"2013 08 19 11",2,"2013"," 08"," 19"," 11"
"2013 08 19 12",25,"2013"," 08"," 19"," 12"
"2013 08 19 13",13,"2013"," 08"," 19"," 13"
"2013 08 19 14",19,"2013"," 08"," 19"," 14"
"2013 08 19 15",20,"2013"," 08"," 19"," 15"
"2013 08 19 16",11,"2013"," 08"," 19"," 16"
"2013 08 19 17",18,"2013"," 08"," 19"," 17"
"2013 08 19 18",4,"2013"," 08"," 19"," 18"
"2013 08 19 19",6,"2013"," 08"," 19"," 19"
"2013 08 20 09",26,"2013"," 08"," 20"," 09"
"2013 08 20 10",18,"2013"," 08"," 20"," 10"
"2013 08 20 11",18,"2013"," 08"," 20"," 11"
"2013 08 20 12",16,"2013"," 08"," 20"," 12"
"2013 08 20 13",17,"2013"," 08"," 20"," 13"
"2013 08 20 14",12,"2013"," 08"," 20"," 14"
"2013 08 20 15",25,"2013"," 08"," 20"," 15"
"2013 08 20 16",5,"2013"," 08"," 20"," 16"
"2013 08 20 17",11,"2013"," 08"," 20"," 17"
"2013 08 20 18",19,"2013"," 08"," 20"," 18"
"2013 08 21 12",16,"2013"," 08"," 21"," 12"
"2013 08 21 13",23,"2013"," 08"," 21"," 13"
"2013 08 21 14",14,"2013"," 08"," 21"," 14"
"2013 08 21 15",22,"2013"," 08"," 21"," 15"
"2013 08 21 16",9,"2013"," 08"," 21"," 16"
"2013 08 21 17",3,"2013"," 08"," 21"," 17"
"2013 08 21 18",15,"2013"," 08"," 21"," 18"
"2013 08 22 10",11,"2013"," 08"," 22"," 10"
"2013 08 22 11",17,"2013"," 08"," 22"," 11"
"2013 08 22 12",35,"2013"," 08"," 22"," 12"
"2013 08 22 13",23,"2013"," 08"," 22"," 13"
"2013 08 22 14",18,"2013"," 08"," 22"," 14"
"2013 08 22 15",7,"2013"," 08"," 22"," 15"
"2013 08 22 16",16,"2013"," 08"," 22"," 16"
"2013 08 22 17",9,"2013"," 08"," 22"," 17"
"2013 08 22 18",13,"2013"," 08"," 22"," 18"
"2013 08 22 19",12,"2013"," 08"," 22"," 19"
"2013 08 22 20",1,"2013"," 08"," 22"," 20"
"2013 08 23 08",2,"2013"," 08"," 23"," 08"
"2013 08 23 09",16,"2013"," 08"," 23"," 09"
